Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming
R?Z?R,razer,6937775,2021-06-01 19:58:32 EDT,1/6/2021,19:58:32,Photo,"43,321",43164,157,0,FALSE,https://www.instagram.com/p/CPmMst8AOuV/,https://www.instagram.com/p/CPmMst8AOuV/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/196275706_145054744236011_5572142164731301031_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=59v5_ESHTZgAX_mkw32&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=346282af92365731c16c2edbfe25d342&oe=60BBA8CB,,"All-round purpose for all-round control. The Razer Universal Grip Tape comes in several-precut shapes that can be applied to anything from controllers to keyboards. Simply peel off its adhesive backing and stick it wherever you need to instantly add a tactile non-slip surface to your gear.

#Razer #Gaming",,,,1
R?Z?R,razer,6694708,2021-02-07 11:00:15 EST,7/2/2021,11:00:15,Photo,"43,273",43172,101,0,FALSE,https://www.instagram.com/p/CK_zWQ9nlrc/,https://www.instagram.com/p/CK_zWQ9nlrc/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/146700532_245658650490335_6579956566582810732_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=-GAGITbAgOsAX_cmdvL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=4a385da45345bac1033ffd1518ee002e&oe=606F1F0C,,"Wield absolute control with the advanced customizability of the Razer Wolverine V2. With the dedicated Razer Controller Setup for Xbox app, you can remap multi-function buttons and triggers, store unlimited profiles and adjust sensitivity clutch levels to amp up your gameplay.",,,,1
R?Z?R,razer,6956126,2021-06-17 11:01:01 EDT,17/6/2021,11:01:01,Photo,"42,981",42728,253,0,FALSE,https://www.instagram.com/p/CQOb5ysjj4W/,https://www.instagram.com/p/CQOb5ysjj4W/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/202176427_2694521254103654_2528060824761006321_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=bbW5l_nwPUUAX-kEQp6&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=e115bd8e5264d100f262f7759863ab40&oe=60CFCAA2,,"Made of 100% recycled polyester and non-woven fabric, the cute Razer Sneki Snek Floor Rug doubles up as a durable gaming chair accessory while supporting our #GoGreenWithRazer initiatives. Join us on our journey to save 1 million trees with our adorable mascot at the link in our bio.",,,,1
R?Z?R,razer,6160265,2020-10-06 01:17:07 EDT,6/10/2020,1:17:07,Album,"42,852",41410,1442,0,FALSE,https://www.instagram.com/p/CF_XLQxARMD/,https://www.instagram.com/p/CF_XLQxARMD/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/120822377_632837227623844_2462915388583887539_n.jpg?_nc_cat=106&_nc_sid=8ae9d6&_nc_ohc=ZGvN2EQxUTwAX-M55Zg&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=29fd7bfb0c15ad6e794b5b9c65ec9a11&oe=5FA1BB2D,,"#RazerCon2020 is only a few days away! Check out what’s new:
- Experience the world’s first RGB lighting-reactive livestream only on #RazerCon2020. Be sure to catch us on Twitch for the best possible experience!
- Catch some exclusive game unveils from @roguegamesinc!
- Remember to sign up for our Grand Raffle for the chance to walk away with the gaming setup of a lifetime.
- Come chill with @couragejd as he reveals some surprises on stream!",,,,1
R?Z?R,razer,6869266,2021-04-22 11:05:29 EDT,22/4/2021,11:05:29,Video,"42,819",42406,413,304574,FALSE,https://www.instagram.com/p/CN-PW3pLOZR/,https://www.instagram.com/p/CN-PW3pLOZR/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/176303908_285442946515769_5483300790124339685_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=EfWeA7Cz2eAAX_JgWVW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=994001bd0fafe335baefc80a8167df9f&oe=60A7FFD2,,"Chew, focus, win. RESPAWN By @5gum is packed with B vitamins and green tea extract to help you stay alert and focused through your toughest games. Take your pick between 3 invigorating flavors. ?
?
Follow @RESPAWNbyRazer to get your daily fix of RESPAWN! ?
?
#Razer #RESPAWNbyRazer",,,,1
R?Z?R,razer,6774202,2021-03-07 11:01:33 EST,7/3/2021,11:01:33,Photo,"42,737",42482,255,0,FALSE,https://www.instagram.com/p/CMH5q2LDsQd/,https://www.instagram.com/p/CMH5q2LDsQd/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/157143459_120776313322745_4505880078270986092_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=KVdrCrpzWmYAX80Y0pn&_nc_oc=AQn-y3e4_J6I9r-sfJN5Oud9B98NCDrxiIii5Rj_d-1frBJpKcAZVSp-iIbXgomYECc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=635b34a3e5782e2efb75d61e162ccda2&oe=6069FE6B,,"Experience visionary performance with the Razer Anzu Smart Glasses—designed with blue light filtering lenses that reduce eyestrain, ensuring your eyes stay peeled throughout the day. Swap out to polarized lenses to shield your eyes from the sun when heading outdoors.?",,,,1
R?Z?R,razer,6732444,2021-02-16 11:02:18 EST,16/2/2021,11:02:18,Photo,"42,728",42555,173,0,FALSE,https://www.instagram.com/p/CLW-pIkgGe-/,https://www.instagram.com/p/CLW-pIkgGe-/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/150185894_247749893618217_7072215894535352770_n.jpg?_nc_cat=102&ccb=3&_nc_sid=8ae9d6&_nc_ohc=Mw7qnXveynsAX87hl9W&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=21d18bb6e9a3e768ada74bcd7f327c19&oe=60531A12,,"Eliminate any risk of unintended misclicks with the new Razer Viper 8KHz. Equipped with our 2nd-gen Razer Optical Switches, this mouse registers clicks up to 8x faster providing quicker and cleaner execution of your enemies with actuation at the speed of light. Link in bio.?
?
#Razer #Gaming",,,,1
R?Z?R,razer,6839847,2021-04-08 11:08:40 EDT,8/4/2021,11:08:40,Video,"42,722",42360,362,223420,FALSE,https://www.instagram.com/p/CNaMwXes0ez/,https://www.instagram.com/p/CNaMwXes0ez/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/170182883_138830591514481_4576882465262968894_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=thDTddMoLTgAX_4M6wv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=844ac39fc088e1c98cc7e847ea541bdb&oe=60935D6E,,"Add +35 DEF for your eyes with blue light filtering lenses on the Razer Anzu Smart Glasses ???
?
Learn more - Link in bio.?
#Razer",,,,1
R?Z?R,razer,6931391,2021-05-26 20:00:25 EDT,26/5/2021,20:00:25,Photo,"42,630",42500,130,0,FALSE,https://www.instagram.com/p/CPWwJVXDzUS/,https://www.instagram.com/p/CPWwJVXDzUS/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/191637979_214152470323145_2279645903655808011_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=JxRg7fk88iUAX-8SnxV&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=a5b7a06886c3bffc4617713fa67c4d58&oe=60B4A080,,"Set yourself a new immersive gaming soundstage with the Razer Nommo Chroma speakers. Optimized with drivers built for full range sound and preset lighting effects with over 16.8 million colors, all powered by Razer Chroma RGB. Link in Bio.",,,,1
R?Z?R,razer,6971795,2021-07-01 11:04:40 EDT,1/7/2021,11:04:40,Video,"42,493",42299,194,175336,FALSE,https://www.instagram.com/p/CQyfXDnFKZG/,https://www.instagram.com/p/CQyfXDnFKZG/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/209256847_219418936696333_7042796048860943037_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=gB3F2arZEuAAX88pOXu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2c57e584db84c2273c5c3f2f0a3079c1&oe=60E27ED9,,"Thanks to your support, we’ve saved 335,000 trees to date! For every new milestone we hit in our quest to save a million trees, we’ll release new Sneki Snek merch! Remember, every Sneki Snek sold saves 10 trees. Track our progress at the link in our bio.

#Razer #GoGreenWithRazer",,,,1
R?Z?R,razer,6930192,2021-05-25 11:24:19 EDT,25/5/2021,11:24:19,Video,"42,156",41742,414,197910,FALSE,https://www.instagram.com/p/CPTQQvYBCOA/,https://www.instagram.com/p/CPTQQvYBCOA/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/191641028_294743715642362_6170734211972800978_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=f-C-2ul6iFUAX8MGKhS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8a8aa6fc9b6d7b9f3b10e2712571227a&oe=60EC3CFD,,"Enjoy freedom through form with the all-new Razer BlackWidow V3 Mini HyperSpeed—a sleek and compact 65% wireless mechanical gaming keyboard designed to provide the perfect balance of form and function. Powered by Razer HyperSpeed Wireless Technology and fitted with our iconic Razer Mechanical Switches, doubleshot ABS keycaps, all while retaining arrow keys for a versatile gaming experience like no other.",RAZER™ BLACKWIDOW V3MINI HYPERSPEED esc 2@ 3# 4$ tab 5% 6^ Q 7& W 8* E 9( R caps 0) T A S D F shift G H z X c ctrl pgup V B N alt M enter pgdn shift,,,1
R?Z?R,razer,6927994,2021-05-23 20:00:19 EDT,23/5/2021,20:00:19,Photo,"42,094",41896,198,0,FALSE,https://www.instagram.com/p/CPPBwBxl7L_/,https://www.instagram.com/p/CPPBwBxl7L_/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/190166006_123494653206264_9164915581090377458_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=H-pouAnPJhMAX8Z46ci&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8886f6668a01fa5d56f8a794ac89a44a&oe=60CF9A2E,,"RESPAWN By 5 Gum comes packed with B vitamins and green tea extract that elevates your game to the next level. Stay focused with better reaction times so you always come out on top. ?
?
Follow @respawnbyrazer for your daily fix of RESPAWN.",MENTAL RRESP FOCUS REACTION TIME VITAMINS ROMEGRANATE WATERMELON 68121 POMEGRANATE B5 TEA EXTRACT NIACIN del GREEN VITAMINS EAA TEA B5 B12 POMEGR POMEGRANATE EXTRACT B6 WATERMELON NIACIN RESPA FOCUS,,,1
R?Z?R,razer,6723659,2021-02-12 20:01:04 EST,12/2/2021,20:01:04,Photo,"42,045",41849,196,0,FALSE,https://www.instagram.com/p/CLNpJtGj4P0/,https://www.instagram.com/p/CLNpJtGj4P0/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/148711291_276410513826801_6330495416462342618_n.jpg?_nc_cat=1&ccb=3&_nc_sid=8ae9d6&_nc_ohc=2f6NrrBdHiUAX8fATss&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=d8794658c27ee0322faa1f8cb7a0da76&oe=604C1C8F,,"Wireless freedom just got even better. Free up your USB ports by connecting your wireless mouse and keyboard through one dongle via Razer HyperSpeed Wireless multi-device support. Now available for select devices. More devices to be added soon. Learn more at the link in our bio.?
?
#Razer #Gaming",RAZER HYPERSPEED MULTI-DEVICE SUPPORT,,,1
R?Z?R,razer,6826523,2021-04-01 20:05:37 EDT,1/4/2021,20:05:37,Video,"41,603",41417,186,317983,FALSE,https://www.instagram.com/p/CNJIcyDLvjM/,https://www.instagram.com/p/CNJIcyDLvjM/,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/167097212_222672169266802_7250746051770829329_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=ePcrXgLa_TUAX_WQXVk&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=bc7cb5e1395c04258bc8d5880cf278e7&oe=608A97E6,,"Glow up in just a few easy steps. Not sure what Razer Rapunzel will look like on you? Try out our AR filter at the link in our bio.?
?
#ChromaEverything #Razer",CHROMA EVERYTHING RAZER CHROMA EVERYTHING CHIROMA RMA CHROMA EVERYTHING CHROMA EVERYTHING .........,,,1
R?Z?R,razer,6948214,2021-06-10 11:01:08 EDT,10/6/2021,11:01:08,Photo,"41,535",41395,140,0,FALSE,https://www.instagram.com/p/CP8aWfmD6Ie/,https://www.instagram.com/p/CP8aWfmD6Ie/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/198830924_237980504370700_3738381197556891873_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=YVjKHov7MZwAX_OhTVh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2179998eb122c73db891a54f5acc9712&oe=60C7B821,,"Built to withstand life’s hard knocks, the durable Razer Blade 15 comes crafted with the highest-grade CNC Aluminum. With an anodized matte finish and anti-fingerprint coating, the Razer Blade will continue to look fresh after a full day of hard work.

#Razer #Gaming",,,,1
R?Z?R,razer,6848280,2021-04-12 11:02:45 EDT,12/4/2021,11:02:45,Photo,"41,355",41201,154,0,FALSE,https://www.instagram.com/p/CNkfhoIFWvz/,https://www.instagram.com/p/CNkfhoIFWvz/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/170948839_194432052279306_4916356417051054899_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=XqDsj53BaIoAX-Q6K9i&_nc_oc=AQnWC3ZIT9nbNktU1OZQqmV1BIu4fvZtZ2AHbaXqGI59rddt4CFzx_bOG8Be0prXhfo&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=7fc32cc1381a243e019a8ec58c84886e&oe=609A9F12,,"Equipped with Razer HyperSpeed wireless technology, the Razer Viper Ultimate boasts a 25% faster connection speed compared to other wireless mice—feel the difference with every swipe.?
?
Link in Bio. #Razer #Gaming",,,,1
R?Z?R,razer,6548822,2021-01-02 20:00:48 EST,2/1/2021,20:00:48,Photo,"41,233",41079,154,0,FALSE,https://www.instagram.com/p/CJkEl3fLzBN/,https://www.instagram.com/p/CJkEl3fLzBN/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/134726924_148361260201909_4212965764129791034_n.jpg?_nc_cat=107&ccb=2&_nc_sid=8ae9d6&_nc_ohc=_JK_AlGhnaYAX9f4dZG&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=265f94ef862cd80ad165e19b4e91f29c&oe=60161C08,,"Lose the heat and win the game, wherever the game may be. The Razer Arctech Pro case comes lined with our heat-dissipating Thermaphene Cooling Technology to help keep your new Samsung Galaxy Note 20 cool even during intense gaming sessions.",,,,1
R?Z?R,razer,6968813,2021-07-22 20:00:14 EDT,22/7/2021,20:00:14,Photo,"41,142",40788,354,0,FALSE,https://www.instagram.com/p/CRphb0njb2m/,https://www.instagram.com/p/CRphb0njb2m/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/221955979_1944516009055898_7199613698094118039_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=6DJJbSfhvn0AX8rOcn9&_nc_oc=AQlWZ0h0KMkBngc2JSlufsHe0779T9JPoU8OFjFnFZK9MdSQta50aIMIgrNbnqLhb1c&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=45c7b4d691d869592ddb462117de1b39&oe=60FF01FA,,"Born from the depths of the Rift, a Legend among mortals was born. We are thrilled to announce our latest partner – Sneaky, welcome to Team Razer!

Be sure to tune into his live stream tonight at 6PM PT - link in bio.",WELCOME SNEAKY OFFICIAL RAZER PARTNER TWITCH.TV/SNEAKYLOL CURRENT SETUP Mouse: Razer DeathAdder V2 Pro Keyboard: Razer BlackWidow V3 Pro Headset: Razer BlackShark V2 Pro Chair: Razer Iskur Champion: Razer Sneki Snek B,,,1
R?Z?R,razer,6951651,2021-06-13 23:00:07 EDT,13/6/2021,23:00:07,Photo,"41,084",40836,248,0,FALSE,https://www.instagram.com/p/CQFbBPzjMrh/,https://www.instagram.com/p/CQFbBPzjMrh/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/199745060_155691879935250_2008037672762798553_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=oICBSAPKpWsAX9Xy1b1&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=263f78c52b57b16ec840c4d7eb0e89b1&oe=60CBE624,,"Equip yourself with the right gear to take on what lies beyond the Dark Portal. With an arsenal of commands at your fingertips, the Razer Naga Pro with a 12-button programmable side plate will carry you through Karazhan to Sunwell Plateau. Discover more - link in bio.

#Razer #Gaming",,,,1
R?Z?R,razer,6969067,2021-06-27 20:00:30 EDT,27/6/2021,20:00:30,Photo,"41,050",40710,340,0,FALSE,https://www.instagram.com/p/CQpJlzvtCey/,https://www.instagram.com/p/CQpJlzvtCey/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/209049721_490369535513942_3846907463415305358_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=ubCjHgxc9-cAX-lLDVS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=86117d7248d7ca3aa10b65bf8a978676&oe=60DDEB48,,"From FPS to MMO, break the leashes and dominate with our range of wireless Razer mice powered by Razer HyperSpeed technology. Which will be your weapon of choice?

#Razer #Gaming",BASILISK ULTIMATE VIPER ULTIMATE DEATHADDER PRO NAGA PRO,,,1
R?Z?R,razer,6795873,2021-03-19 11:00:27 EDT,19/3/2021,11:00:27,Video,"40,997",40590,407,190207,FALSE,https://www.instagram.com/p/CMmsSd1nDgR/,https://www.instagram.com/p/CMmsSd1nDgR/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/161976604_194268362120058_5667987037425771283_n.jpg?_nc_cat=1&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=vbX3QjTyWG0AX8-gYJd&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1b7892a20c8a499ad02ccd9f84410fcf&oe=6079CB70,,"Bright & light, coming your way.
Hear it for yourself on 03.25.21

#Razer #Gaming",,,,1
